gene_cluster_id	Agnostos_categories!DISC	Agnostos_categories!EU	Agnostos_categories!GU	Agnostos_categories!K	Agnostos_categories!KWP	Agnostos_categories!SINGL	Agnostos_categories!NA	Agnostos_number_of_clusters
GC_00001452	0.375	0	0	0.625	0	0	0	2
GC_00001453	0	0	1	0	0	0	0	1
GC_00001454	0	0	0	1	0	0	0	3
GC_00001455	0	0	1	0	0	0	0	3
GC_00001456	0	0	0	1	0	0	0	3
GC_00001457	0.25	0	0	0.75	0	0	0	3
GC_00001458	0.125	0	0	0.75	0	0.125	0	3
GC_00001459	0	0	0	1	0	0	0	3
GC_00001460	0.125	0	0.125	0	0.75	0	0	3
GC_00001461	0	0	0	0.875	0	0.125	0	3
GC_00001462	1	0	0	0	0	0	0	1
GC_00001463	0	0	0.375	0.625	0	0	0	4
GC_00001464	0	0	0	1	0	0	0	2
GC_00001465	0	0	0	1	0	0	0	1
GC_00001466	0	0	0	0.875	0.125	0	0	5
GC_00001467	0	0	0	1	0	0	0	4
GC_00001468	0.75	0	0	0.25	0	0	0	3
GC_00001469	0	0	1	0	0	0	0	1
GC_00001470	0	0	0	1	0	0	0	1
GC_00001471	0	0	0	0.875	0.125	0	0	3
GC_00001472	0	0	0	1	0	0	0	3
GC_00001473	0.125	0	0	0.875	0	0	0	3
GC_00001474	0	0	1	0	0	0	0	2
GC_00001475	0	0	0	1	0	0	0	4
GC_00001476	0.125	0	0	0.5	0.375	0	0	5
GC_00001477	0	0	0	1	0	0	0	3
GC_00001478	0	0	0	0.75	0.25	0	0	2
GC_00001479	0	0	0	0.625	0.25	0.125	0	3
GC_00001480	0.75	0	0	0.25	0	0	0	3
GC_00001481	0	0	0.25	0.375	0.125	0.25	0	7
GC_00001482	0	0	1	0	0	0	0	1
GC_00001483	0	0	0.875	0	0	0.125	0	3
GC_00001484	0	0	0.25	0.75	0	0	0	2
GC_00001485	0	0	0	0.75	0.25	0	0	4
GC_00001486	0	0	0.75	0	0	0.25	0	5
GC_00001487	0	0	1	0	0	0	0	3
GC_00001488	0	0	0	1	0	0	0	3
GC_00001489	0	0	0	1	0	0	0	2
GC_00001490	0.75	0	0	0.125	0.125	0	0	3
GC_00001491	0	0	1	0	0	0	0	1
GC_00001492	0	0	0	0.875	0.125	0	0	3
GC_00001493	0	0	0.125	0.75	0	0.125	0	3
GC_00001494	0	0	0.75	0	0	0.25	0	4
GC_00001495	0	0	0	0.875	0.125	0	0	4
GC_00001496	0	0	0	1	0	0	0	3
GC_00001497	0	0	0	1	0	0	0	1
GC_00001498	0	0	0	1	0	0	0	3
GC_00001499	0	0	0	1	0	0	0	1
GC_00001500	0	0	0	0.875	0	0.125	0	2
GC_00001501	0	0	0	0.875	0	0.125	0	3
GC_00001502	0	0	0	0.875	0.125	0	0	2
GC_00001503	0.125	0	0.875	0	0	0	0	5
GC_00001504	0.125	0	0	0.875	0	0	0	3
GC_00001505	0	0	0.875	0	0	0.125	0	3
GC_00001506	0	0	0.875	0	0.125	0	0	3
GC_00001507	0.625	0	0	0.25	0	0.125	0	3
GC_00001508	0.625	0	0	0.375	0	0	0	3
GC_00001509	0.125	0	0.625	0	0	0.25	0	4
GC_00001510	0	0	0	0.875	0.125	0	0	2
GC_00001511	0	0	0	1	0	0	0	2
GC_00001512	0.75	0	0.125	0	0.125	0	0	3
GC_00001513	0	0	0.125	0.875	0	0	0	3
GC_00001514	0.875	0	0	0	0	0.125	0	2
GC_00001515	0	0	0	1	0	0	0	2
GC_00001516	0	0	1	0	0	0	0	1
GC_00001517	0	0	0.75	0	0	0.25	0	3
GC_00001518	0	0	0	1	0	0	0	1
GC_00001519	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001520	0	0	0	1	0	0	0	1
GC_00001521	0	0	1	0	0	0	0	1
GC_00001522	0	0	0	1	0	0	0	1
GC_00001523	0	0	0	1	0	0	0	1
GC_00001524	0	0	0	1	0	0	0	1
GC_00001525	0	0	1	0	0	0	0	1
GC_00001526	0	0	0	1	0	0	0	1
GC_00001527	0	0	1	0	0	0	0	1
GC_00001528	0	0	1	0	0	0	0	1
GC_00001529	0	0	1	0	0	0	0	1
GC_00001530	0	0	1	0	0	0	0	1
GC_00001531	0	0	0	1	0	0	0	1
GC_00001532	1	0	0	0	0	0	0	1
GC_00001533	0	0	0	1	0	0	0	1
GC_00001534	0	0	0	1	0	0	0	1
GC_00001535	1	0	0	0	0	0	0	1
GC_00001536	0	0	0	1	0	0	0	1
GC_00001537	0	0	0	1	0	0	0	1
GC_00001538	0	0	0	1	0	0	0	1
GC_00001539	0	0	0	1	0	0	0	1
GC_00001540	1	0	0	0	0	0	0	1
GC_00001541	0	0	0	1	0	0	0	1
GC_00001542	0	0	0	1	0	0	0	1
GC_00001543	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001544	0	0	1	0	0	0	0	1
GC_00001545	0	0	0	1	0	0	0	1
GC_00001546	0	0	0	1	0	0	0	2
GC_00001547	0	0	1	0	0	0	0	1
GC_00001548	0	0	0	1	0	0	0	1
GC_00001549	0	0	0	1	0	0	0	1
GC_00001550	0	0	0	1	0	0	0	1
GC_00001551	0	0	0	1	0	0	0	1
GC_00001552	0	0	0	1	0	0	0	1
GC_00001553	0	0	1	0	0	0	0	1
GC_00001554	0	0	1	0	0	0	0	1
GC_00001555	0	0	0	0	1	0	0	1
GC_00001556	0	0	0	1	0	0	0	1
GC_00001557	0	0	1	0	0	0	0	1
GC_00001558	0	0	0	1	0	0	0	1
GC_00001559	0	0	0	1	0	0	0	1
GC_00001560	0	0	0	1	0	0	0	1
GC_00001561	0	0	1	0	0	0	0	1
GC_00001562	0	0	0	1	0	0	0	1
GC_00001563	0	0	1	0	0	0	0	1
GC_00001564	0	0	0	1	0	0	0	1
GC_00001565	0	0	0	1	0	0	0	1
GC_00001566	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001567	0	0	0	1	0	0	0	1
GC_00001568	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001569	0	0	0	1	0	0	0	1
GC_00001570	0	0	0	1	0	0	0	1
GC_00001571	0	0	0	1	0	0	0	1
GC_00001572	0	0	0	1	0	0	0	1
GC_00001573	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001574	0	0	1	0	0	0	0	1
GC_00001575	0	0	0	1	0	0	0	1
GC_00001576	0	0	0	1	0	0	0	1
GC_00001577	0	0	1	0	0	0	0	1
GC_00001578	0	0	0	1	0	0	0	1
GC_00001579	0	0	0	1	0	0	0	1
GC_00001580	0	0	0	1	0	0	0	1
GC_00001581	0	0	0	1	0	0	0	1
GC_00001582	0	0	0	1	0	0	0	1
GC_00001583	0	0	1	0	0	0	0	1
GC_00001584	0	0	0	1	0	0	0	1
GC_00001585	0	0	1	0	0	0	0	1
GC_00001586	0	0	0	1	0	0	0	1
GC_00001587	0	0	1	0	0	0	0	1
GC_00001588	0	0	1	0	0	0	0	1
GC_00001589	0	0	0	1	0	0	0	1
GC_00001590	0	0	1	0	0	0	0	1
GC_00001591	0	0	0	1	0	0	0	1
GC_00001592	0	0	1	0	0	0	0	1
GC_00001593	0	0	1	0	0	0	0	1
GC_00001594	0	0	1	0	0	0	0	1
GC_00001595	0	0	1	0	0	0	0	2
GC_00001596	0	0	0	1	0	0	0	1
GC_00001597	0	0	0	1	0	0	0	1
GC_00001598	0	0	1	0	0	0	0	2
GC_00001599	0	0	1	0	0	0	0	1
GC_00001600	0	0	0	1	0	0	0	1
GC_00001601	0	0	0	1	0	0	0	1
GC_00001602	0	0	1	0	0	0	0	2
GC_00001603	0	0	0	1	0	0	0	1
GC_00001604	0	0	0	1	0	0	0	1
GC_00001605	0	0	1	0	0	0	0	1
GC_00001606	1	0	0	0	0	0	0	1
GC_00001607	0	0	0	1	0	0	0	1
GC_00001608	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001609	0	0	1	0	0	0	0	1
GC_00001610	0	0	1	0	0	0	0	2
GC_00001611	0	0	1	0	0	0	0	1
GC_00001612	0	0	0	1	0	0	0	1
GC_00001613	0	0	0	1	0	0	0	1
GC_00001614	0	0	0	1	0	0	0	1
GC_00001615	0	0	1	0	0	0	0	1
GC_00001616	0	0	0	1	0	0	0	1
GC_00001617	0	0	0	1	0	0	0	1
GC_00001618	0	0	1	0	0	0	0	1
GC_00001619	1	0	0	0	0	0	0	1
GC_00001620	0	0	0	1	0	0	0	1
GC_00001621	0	0	0	1	0	0	0	1
GC_00001622	0	0	0	1	0	0	0	1
GC_00001623	0	0	0	1	0	0	0	1
GC_00001624	0	0	1	0	0	0	0	2
GC_00001625	0	0	0	0	1	0	0	1
GC_00001626	0	0	0	1	0	0	0	1
GC_00001627	0	0	0	1	0	0	0	1
GC_00001628	1	0	0	0	0	0	0	1
GC_00001629	0	0	0	1	0	0	0	1
GC_00001630	0	0	0	1	0	0	0	1
GC_00001631	0	0	0	1	0	0	0	1
GC_00001632	0	0	0	1	0	0	0	1
GC_00001633	0	0	1	0	0	0	0	1
GC_00001634	0	0	0	1	0	0	0	2
GC_00001635	0	0	0	1	0	0	0	1
GC_00001636	0	0	1	0	0	0	0	1
GC_00001637	0	0	0	1	0	0	0	1
GC_00001638	1	0	0	0	0	0	0	1
GC_00001639	0	0	1	0	0	0	0	1
GC_00001640	0	0	0	1	0	0	0	1
GC_00001641	0	0	0	1	0	0	0	1
GC_00001642	0	0	0	1	0	0	0	1
GC_00001643	0	0	1	0	0	0	0	1
GC_00001644	0	0	1	0	0	0	0	1
GC_00001645	0	0	0	1	0	0	0	1
GC_00001646	0	0	0	1	0	0	0	1
GC_00001647	1	0	0	0	0	0	0	1
GC_00001648	0	0	0	1	0	0	0	1
GC_00001649	0	0	0	1	0	0	0	1
GC_00001650	0.8571428571428571	0	0	0	0	0.14285714285714285	0	2
GC_00001651	0	0	0	1	0	0	0	1
GC_00001652	0	0	0	1	0	0	0	1
GC_00001653	0	0	0	1	0	0	0	2
GC_00001654	0	0	0	1	0	0	0	1
GC_00001655	0	0	0	1	0	0	0	1
GC_00001656	0	0	0	1	0	0	0	1
GC_00001657	0	0	1	0	0	0	0	1
GC_00001658	0	0	0	1	0	0	0	1
GC_00001659	0	0	0	1	0	0	0	1
GC_00001660	0	0	1	0	0	0	0	1
GC_00001661	0	0	0	1	0	0	0	1
GC_00001662	0	0	1	0	0	0	0	2
GC_00001663	0	0	1	0	0	0	0	1
GC_00001664	0	0	0	1	0	0	0	1
GC_00001665	1	0	0	0	0	0	0	1
GC_00001666	0	0	0	1	0	0	0	1
GC_00001667	0	0	0	1	0	0	0	1
GC_00001668	0	0	0	1	0	0	0	1
GC_00001669	0	0	0	1	0	0	0	1
GC_00001670	0	0	0	1	0	0	0	1
GC_00001671	0	0	1	0	0	0	0	1
GC_00001672	0	0	1	0	0	0	0	1
GC_00001673	0	0	0	1	0	0	0	1
GC_00001674	0	0	0	1	0	0	0	1
GC_00001675	0	0	0	1	0	0	0	1
GC_00001676	0	0	0	1	0	0	0	1
GC_00001677	0	0	0	1	0	0	0	1
GC_00001678	0	0	0	1	0	0	0	1
GC_00001679	0	0	1	0	0	0	0	1
GC_00001680	0	0	0	1	0	0	0	1
GC_00001681	0	0	1	0	0	0	0	1
GC_00001682	0	0	0	1	0	0	0	1
GC_00001683	0	0	0	1	0	0	0	1
GC_00001684	0	0	0	1	0	0	0	1
GC_00001685	1	0	0	0	0	0	0	1
GC_00001686	0	0	0	1	0	0	0	1
GC_00001687	0	0	1	0	0	0	0	1
GC_00001688	0.8571428571428571	0	0	0.14285714285714285	0	0	0	2
GC_00001689	0	0	0	1	0	0	0	1
GC_00001690	0	0	0	1	0	0	0	1
GC_00001691	0	0	0	1	0	0	0	1
GC_00001692	0	0	0	1	0	0	0	1
GC_00001693	0	0	0	1	0	0	0	1
GC_00001694	0	0	1	0	0	0	0	1
GC_00001695	0	0	1	0	0	0	0	1
GC_00001696	0	0	0	1	0	0	0	1
GC_00001697	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001698	0	0	1	0	0	0	0	1
GC_00001699	0	0	0	1	0	0	0	1
GC_00001700	0	0	0	1	0	0	0	1
GC_00001701	0	0	0	1	0	0	0	1
GC_00001702	0	0	1	0	0	0	0	1
GC_00001703	1	0	0	0	0	0	0	1
GC_00001704	0	0	1	0	0	0	0	1
GC_00001705	0	0	1	0	0	0	0	1
GC_00001706	0	0	0	1	0	0	0	1
GC_00001707	0	0	0	1	0	0	0	1
GC_00001708	0	0	0	1	0	0	0	1
GC_00001709	0	0	0	1	0	0	0	1
GC_00001710	0	0	1	0	0	0	0	2
GC_00001711	0	0	0	1	0	0	0	1
GC_00001712	0	0	0	1	0	0	0	1
GC_00001713	0	0	0	1	0	0	0	1
GC_00001714	0	0	0	1	0	0	0	1
GC_00001715	0	0	0	1	0	0	0	1
GC_00001716	0	0	0	1	0	0	0	1
GC_00001717	0	0	0	1	0	0	0	3
GC_00001718	0	0	0	1	0	0	0	1
GC_00001719	0	0	0	1	0	0	0	1
GC_00001720	0	0	1	0	0	0	0	1
GC_00001721	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001722	0	0	0	1	0	0	0	1
GC_00001723	0	0	0	1	0	0	0	1
GC_00001724	0	0	0	1	0	0	0	1
GC_00001725	0	0	1	0	0	0	0	1
GC_00001726	0	0	0	1	0	0	0	1
GC_00001727	0	0	0	1	0	0	0	1
GC_00001728	0	0	1	0	0	0	0	1
GC_00001729	0	0	1	0	0	0	0	1
GC_00001730	0	0	1	0	0	0	0	1
GC_00001731	0	0	0	1	0	0	0	1
GC_00001732	0	0	0	1	0	0	0	1
GC_00001733	1	0	0	0	0	0	0	1
GC_00001734	0	0	0	1	0	0	0	1
GC_00001735	0	0	0	1	0	0	0	1
GC_00001736	0	0	0	1	0	0	0	1
GC_00001737	0	0	0	1	0	0	0	1
GC_00001738	0	0	0	1	0	0	0	1
GC_00001739	0	0	0	1	0	0	0	1
GC_00001740	0	0	0	1	0	0	0	1
GC_00001741	0	0	0	1	0	0	0	1
GC_00001742	0	0	0	1	0	0	0	1
GC_00001743	0	0	1	0	0	0	0	1
GC_00001744	0	0	0	1	0	0	0	1
GC_00001745	0	0	0	1	0	0	0	2
GC_00001746	0	0	1	0	0	0	0	3
GC_00001747	0	0	0	1	0	0	0	1
GC_00001748	0	0	0	1	0	0	0	1
GC_00001749	0	0	0	1	0	0	0	1
GC_00001750	0	0	0	0	1	0	0	1
GC_00001751	0	0	0	1	0	0	0	1
GC_00001752	0	0	0	1	0	0	0	1
GC_00001753	0	0	0	1	0	0	0	1
GC_00001754	0	0	1	0	0	0	0	1
GC_00001755	1	0	0	0	0	0	0	1
GC_00001756	0	0	1	0	0	0	0	1
GC_00001757	0	0	1	0	0	0	0	1
GC_00001758	0	0	0	0	1	0	0	1
GC_00001759	0	0	0	1	0	0	0	1
GC_00001760	0	0	0	1	0	0	0	1
GC_00001761	0	0	0.8571428571428571	0	0	0.14285714285714285	0	2
GC_00001762	0	0	0	1	0	0	0	1
GC_00001763	0	0	0.8571428571428571	0	0	0.14285714285714285	0	2
GC_00001764	0	0	1	0	0	0	0	1
GC_00001765	0	0	1	0	0	0	0	1
GC_00001766	0	0	0.8571428571428571	0	0	0.14285714285714285	0	2
GC_00001767	0	0	0	1	0	0	0	1
GC_00001768	0	0	0	1	0	0	0	2
GC_00001769	0	0	0	1	0	0	0	1
GC_00001770	0	0	1	0	0	0	0	2
GC_00001771	0	0	0	1	0	0	0	1
GC_00001772	0	0	0	0.8571428571428571	0.14285714285714285	0	0	2
GC_00001773	0	0	0	1	0	0	0	1
GC_00001774	0	0	1	0	0	0	0	1
GC_00001775	0	0	0	1	0	0	0	1
GC_00001776	0	0	0	1	0	0	0	1
GC_00001777	1	0	0	0	0	0	0	1
GC_00001778	0	0	0	1	0	0	0	1
GC_00001779	1	0	0	0	0	0	0	1
GC_00001780	0	0	0	1	0	0	0	1
GC_00001781	0	0	0	1	0	0	0	1
GC_00001782	0	0	0	1	0	0	0	1
GC_00001783	0	0	0	1	0	0	0	1
GC_00001784	0	0	0	1	0	0	0	1
GC_00001785	0	0	0	1	0	0	0	1
GC_00001786	0	0	0	1	0	0	0	1
GC_00001787	0	0	0.14285714285714285	0.8571428571428571	0	0	0	2
GC_00001788	0	0	0	1	0	0	0	1
GC_00001789	0	0	0	1	0	0	0	1
GC_00001790	0	0	0	1	0	0	0	1
GC_00001791	0	0	1	0	0	0	0	1
GC_00001792	0	0	0	1	0	0	0	1
GC_00001793	0	0	1	0	0	0	0	1
GC_00001794	0	0	0	1	0	0	0	1
GC_00001795	1	0	0	0	0	0	0	1
GC_00001796	0	0	0	1	0	0	0	1
GC_00001797	0	0	0	1	0	0	0	1
GC_00001798	0	0	1	0	0	0	0	1
GC_00001799	0	0	1	0	0	0	0	1
GC_00001800	0	0	0	1	0	0	0	1
GC_00001801	0	0	0	1	0	0	0	1
GC_00001802	0	0	0	1	0	0	0	1
GC_00001803	0	0	0	1	0	0	0	1
GC_00001804	0	0	0	1	0	0	0	1
GC_00001805	0	0	0	0	1	0	0	1
GC_00001806	0	0	0	1	0	0	0	1
GC_00001807	1	0	0	0	0	0	0	1
GC_00001808	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001809	0	0	0	1	0	0	0	1
GC_00001810	0	0	0	1	0	0	0	1
GC_00001811	1	0	0	0	0	0	0	1
GC_00001812	0	0	0	1	0	0	0	1
GC_00001813	0	0	0	1	0	0	0	1
GC_00001814	0	0	0	1	0	0	0	1
GC_00001815	0	0	0	1	0	0	0	1
GC_00001816	0	0	0	1	0	0	0	1
GC_00001817	0	0	0	1	0	0	0	1
GC_00001818	0	0	0	1	0	0	0	1
GC_00001819	0	0	0	1	0	0	0	1
GC_00001820	0	0	0	1	0	0	0	1
GC_00001821	0	0	0	1	0	0	0	1
GC_00001822	1	0	0	0	0	0	0	1
GC_00001823	0	0	1	0	0	0	0	2
GC_00001824	0	0	0	1	0	0	0	1
GC_00001825	0	0	0	1	0	0	0	1
GC_00001826	0	0	1	0	0	0	0	1
GC_00001827	0	0	0	1	0	0	0	1
GC_00001828	0	0	1	0	0	0	0	1
GC_00001829	0	0	0	1	0	0	0	1
GC_00001830	0	0	0	1	0	0	0	1
GC_00001831	0	0	0	1	0	0	0	1
GC_00001832	0.42857142857142855	0	0.5714285714285714	0	0	0	0	2
GC_00001833	0	0	1	0	0	0	0	3
GC_00001834	0	0	0	1	0	0	0	1
GC_00001835	1	0	0	0	0	0	0	1
GC_00001836	0	0	0	1	0	0	0	1
GC_00001837	0	0	0	1	0	0	0	1
GC_00001838	0	0	0	1	0	0	0	1
GC_00001839	0	0	0	1	0	0	0	1
GC_00001840	0	0	0	1	0	0	0	1
GC_00001841	0	0	1	0	0	0	0	1
GC_00001842	0	0	0	1	0	0	0	1
GC_00001843	0	0	0	1	0	0	0	1
GC_00001844	0	0	1	0	0	0	0	1
GC_00001845	0	0	0	1	0	0	0	1
GC_00001846	0	0	0	1	0	0	0	2
GC_00001847	0	0	1	0	0	0	0	1
GC_00001848	0	0	0	1	0	0	0	1
GC_00001849	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001850	0	0	0	1	0	0	0	1
GC_00001851	0	0	0	1	0	0	0	1
GC_00001852	0	0	1	0	0	0	0	1
GC_00001853	0	0	0	1	0	0	0	1
GC_00001854	0	0	0	1	0	0	0	1
GC_00001855	0	0	0	1	0	0	0	1
GC_00001856	0	0	0	1	0	0	0	1
GC_00001857	0	0	1	0	0	0	0	1
GC_00001858	1	0	0	0	0	0	0	1
GC_00001859	1	0	0	0	0	0	0	1
GC_00001860	0	0	0	1	0	0	0	1
GC_00001861	0	0	1	0	0	0	0	1
GC_00001862	0	0	0	1	0	0	0	1
GC_00001863	0	0	0	1	0	0	0	1
GC_00001864	0	0	0	1	0	0	0	1
GC_00001865	0	0	1	0	0	0	0	1
GC_00001866	0	0	0	1	0	0	0	1
GC_00001867	0	0	0	1	0	0	0	1
GC_00001868	0	0	0.8571428571428571	0	0	0.14285714285714285	0	2
GC_00001869	0	0	0	1	0	0	0	1
GC_00001870	0	0	1	0	0	0	0	1
GC_00001871	0	0	1	0	0	0	0	1
GC_00001872	0	0	0	1	0	0	0	2
GC_00001873	0	0	0	1	0	0	0	1
GC_00001874	0	0	1	0	0	0	0	1
GC_00001875	0	0	0	1	0	0	0	1
GC_00001876	0	0	0	0.8571428571428571	0	0.14285714285714285	0	2
GC_00001877	0	0	0	1	0	0	0	1
GC_00001878	0	0	0	1	0	0	0	1
GC_00001879	0	0	0	1	0	0	0	1
GC_00001880	0	0	0	1	0	0	0	1
GC_00001881	0	0	0	1	0	0	0	1
GC_00001882	0	0	1	0	0	0	0	1
GC_00001883	0	0	0	1	0	0	0	1
GC_00001884	0	0	1	0	0	0	0	1
GC_00001885	0	0	0	1	0	0	0	3
GC_00001886	0	0	1	0	0	0	0	1
GC_00001887	0	0	1	0	0	0	0	1
GC_00001888	0	0	1	0	0	0	0	1
GC_00001889	0	0	0.42857142857142855	0.5714285714285714	0	0	0	2
GC_00001890	0	0	0	1	0	0	0	1
GC_00001891	0	0	0	1	0	0	0	2
GC_00001892	0	0	0	1	0	0	0	2
GC_00001893	1	0	0	0	0	0	0	1
GC_00001894	0	0	0	1	0	0	0	1
GC_00001895	1	0	0	0	0	0	0	1
GC_00001896	0	0	0	1	0	0	0	1
GC_00001897	0	0	0	1	0	0	0	1
GC_00001898	0	0	0	1	0	0	0	1
GC_00001899	1	0	0	0	0	0	0	1
GC_00001900	0	0	0	1	0	0	0	1
GC_00001901	0	0	0	1	0	0	0	1
GC_00001902	0	0	0	1	0	0	0	1
GC_00001903	0	0	0	1	0	0	0	1
GC_00001904	0	0	0	0.8571428571428571	0	0.14285714285714285	0	2
GC_00001905	0	0	0	1	0	0	0	1
GC_00001906	0	0	0	0.8571428571428571	0	0.14285714285714285	0	4
GC_00001907	0	0	1	0	0	0	0	1
GC_00001908	0	0	0	1	0	0	0	1
GC_00001909	0	0	0	1	0	0	0	1
GC_00001910	0	0	0	1	0	0	0	1
GC_00001911	0	0	0	1	0	0	0	1
GC_00001912	0	0	0	1	0	0	0	1
GC_00001913	0	0	0.14285714285714285	0.8571428571428571	0	0	0	2
GC_00001914	0	0	0	1	0	0	0	1
GC_00001915	0	0	0	1	0	0	0	2
GC_00001916	0	0	0	1	0	0	0	1
GC_00001917	0	0	1	0	0	0	0	1
GC_00001918	0	0	0	1	0	0	0	1
GC_00001919	0	0	0	1	0	0	0	1
GC_00001920	0	0	0	1	0	0	0	1
GC_00001921	0	0	0	1	0	0	0	2
GC_00001922	0	0	0	1	0	0	0	1
GC_00001923	0	0	0	1	0	0	0	1
GC_00001924	0	0	0	0	0.8571428571428571	0.14285714285714285	0	2
GC_00001925	0	0	0	1	0	0	0	1
GC_00001926	0	0	1	0	0	0	0	2
GC_00001927	0	0	0	1	0	0	0	1
GC_00001928	0	0	0	1	0	0	0	1
GC_00001929	0	0	0	1	0	0	0	1
GC_00001930	0	0	0.14285714285714285	0.8571428571428571	0	0	0	2
GC_00001931	0	0	0	1	0	0	0	1
GC_00001932	0.8571428571428571	0	0.14285714285714285	0	0	0	0	2
GC_00001933	0	0	0	1	0	0	0	1
GC_00001934	0	0	0	1	0	0	0	3
GC_00001935	0	0	0	1	0	0	0	1
GC_00001936	0.42857142857142855	0	0	0.5714285714285714	0	0	0	3
GC_00001937	0	0	1	0	0	0	0	1
GC_00001938	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001939	0	0	0	1	0	0	0	1
GC_00001940	0	0	0	0.8571428571428571	0	0.14285714285714285	0	3
GC_00001941	0	0	0	1	0	0	0	1
GC_00001942	0	0	0	1	0	0	0	1
GC_00001943	0	0	0	1	0	0	0	1
GC_00001944	0	0	1	0	0	0	0	1
GC_00001945	0	0	0	1	0	0	0	1
GC_00001946	0	0	0	1	0	0	0	1
GC_00001947	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00001948	0	0	0	1	0	0	0	1
GC_00001949	0	0	0	1	0	0	0	1
GC_00001950	0	0	0	1	0	0	0	1
GC_00001951	0	0	0	1	0	0	0	1
GC_00001952	0	0	1	0	0	0	0	1
GC_00001953	0	0	0.8571428571428571	0	0	0.14285714285714285	0	2
GC_00001954	0	0	1	0	0	0	0	1
GC_00001955	0	0	0	1	0	0	0	1
GC_00001956	0	0	0	1	0	0	0	1
GC_00001957	0	0	0	1	0	0	0	2
GC_00001958	0	0	0	1	0	0	0	1
GC_00001959	0	0	0	1	0	0	0	1
GC_00001960	0	0	0	1	0	0	0	1
GC_00001961	0	0	0	1	0	0	0	1
GC_00001962	0	0	0	1	0	0	0	1
GC_00001963	0	0	1	0	0	0	0	1
GC_00001964	0	0	1	0	0	0	0	1
GC_00001965	0	0	0	1	0	0	0	1
GC_00001966	0	0	0	1	0	0	0	1
GC_00001967	1	0	0	0	0	0	0	1
GC_00001968	0	0	0	1	0	0	0	1
GC_00001969	0	0	0	1	0	0	0	1
GC_00001970	0	0	0	1	0	0	0	1
GC_00001971	0	0	1	0	0	0	0	1
GC_00001972	0	0	0	1	0	0	0	2
GC_00001973	0	0	1	0	0	0	0	1
GC_00001974	0	0	0	1	0	0	0	1
GC_00001975	1	0	0	0	0	0	0	1
GC_00001976	0	0	0	1	0	0	0	1
GC_00001977	0	0	0	1	0	0	0	1
GC_00001978	0	0	0	1	0	0	0	2
GC_00001979	0	0	0	1	0	0	0	1
GC_00001980	0	0	0	1	0	0	0	1
GC_00001981	0	0	0	1	0	0	0	1
GC_00001982	0	0	1	0	0	0	0	1
GC_00001983	0	0	0	0.42857142857142855	0.42857142857142855	0.14285714285714285	0	3
GC_00001984	0	0	0	1	0	0	0	1
GC_00001985	1	0	0	0	0	0	0	1
GC_00001986	0	0	0	1	0	0	0	1
GC_00001987	0	0	0	1	0	0	0	1
GC_00001988	0	0	0	1	0	0	0	1
GC_00001989	0	0	1	0	0	0	0	1
GC_00001990	0	0	1	0	0	0	0	1
GC_00001991	0	0	0.8571428571428571	0	0	0.14285714285714285	0	2
GC_00001992	0	0	0	1	0	0	0	1
GC_00001993	0	0	1	0	0	0	0	1
GC_00001994	0	0	0	1	0	0	0	2
GC_00001995	0	0	0	1	0	0	0	1
GC_00001996	0	0	0	1	0	0	0	1
GC_00001997	0	0	0	1	0	0	0	1
GC_00001998	0	0	0	1	0	0	0	1
GC_00001999	0	0	0	1	0	0	0	1
GC_00002000	0	0	0	1	0	0	0	1
GC_00002001	0	0	0	1	0	0	0	1
GC_00002002	0	0	1	0	0	0	0	1
GC_00002003	0	0	1	0	0	0	0	1
GC_00002004	0	0	1	0	0	0	0	1
GC_00002005	0	0	0	1	0	0	0	1
GC_00002006	0	0	0	1	0	0	0	1
GC_00002007	0	0	0	1	0	0	0	1
GC_00002008	0	0	0.14285714285714285	0.8571428571428571	0	0	0	3
GC_00002009	1	0	0	0	0	0	0	1
GC_00002010	0	0	0	1	0	0	0	1
GC_00002011	0	0	1	0	0	0	0	1
GC_00002012	0	0	0	1	0	0	0	1
GC_00002013	0	0	0	1	0	0	0	1
GC_00002014	0	0	0.8571428571428571	0	0.14285714285714285	0	0	2
GC_00002015	0	0	0	1	0	0	0	1
GC_00002016	0	0	0	1	0	0	0	1
GC_00002017	0	0	0	1	0	0	0	3
GC_00002018	0	0	1	0	0	0	0	1
GC_00002019	0	0	0	1	0	0	0	1
GC_00002020	0	0	0	1	0	0	0	1
GC_00002021	0	0	1	0	0	0	0	2
GC_00002022	0	0	1	0	0	0	0	1
GC_00002023	0	0	0.8571428571428571	0	0	0.14285714285714285	0	2
GC_00002024	0	0	0	1	0	0	0	1
